37,1,1,0,2,2,5,2
0,26,2,11,2,3,3,3
0,5,19,2,1,2,6,15
1,2,1,35,9,0,2,0
0,0,2,9,25,7,7,0
1,0,4,3,0,34,6,2
4,1,3,1,4,12,21,4
0,2,10,2,2,5,8,21
